continente;cod_continente;pais;cod_pais;uf;cod_uf;via;cod_via;ano;mes;cod_mes;chegadas
África;1;África do Sul;2;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;março;3;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;abril;4;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;maio;5;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;junho;6;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;julho;7;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;agosto;8;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;setembro;9;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;outubro;10;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;novembro;11;0
África;1;África do Sul;2;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Angola;6;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Angola;6;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Angola;6;Acre;1;Aérea;1;2021;março;3;0
África;1;Angola;6;Acre;1;Aérea;1;2021;abril;4;0
África;1;Angola;6;Acre;1;Aérea;1;2021;maio;5;0
África;1;Angola;6;Acre;1;Aérea;1;2021;junho;6;0
África;1;Angola;6;Acre;1;Aérea;1;2021;julho;7;0
África;1;Angola;6;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Angola;6;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Angola;6;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Angola;6;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Angola;6;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;março;3;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;abril;4;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;maio;5;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;junho;6;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;julho;7;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Cabo Verde;35;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Egito;60;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Egito;60;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Egito;60;Acre;1;Aérea;1;2021;março;3;0
África;1;Egito;60;Acre;1;Aérea;1;2021;abril;4;0
África;1;Egito;60;Acre;1;Aérea;1;2021;maio;5;0
África;1;Egito;60;Acre;1;Aérea;1;2021;junho;6;0
África;1;Egito;60;Acre;1;Aérea;1;2021;julho;7;0
África;1;Egito;60;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Egito;60;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Egito;60;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Egito;60;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Egito;60;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Gana;77;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Gana;77;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Gana;77;Acre;1;Aérea;1;2021;março;3;0
África;1;Gana;77;Acre;1;Aérea;1;2021;abril;4;0
África;1;Gana;77;Acre;1;Aérea;1;2021;maio;5;0
África;1;Gana;77;Acre;1;Aérea;1;2021;junho;6;0
África;1;Gana;77;Acre;1;Aérea;1;2021;julho;7;0
África;1;Gana;77;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Gana;77;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Gana;77;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Gana;77;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Gana;77;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;março;3;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;abril;4;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;maio;5;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;junho;6;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;julho;7;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Marrocos;143;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;março;3;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;abril;4;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;maio;5;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;junho;6;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;julho;7;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Moçambique;151;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;março;3;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;abril;4;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;maio;5;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;junho;6;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;julho;7;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Nigéria;162;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;março;3;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;abril;4;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;maio;5;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;junho;6;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;julho;7;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Quênia;180;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;março;3;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;abril;4;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;maio;5;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;junho;6;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;julho;7;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Tunísia;228;Acre;1;Aérea;1;2021;dezembro;12;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;janeiro;1;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;fevereiro;2;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;março;3;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;abril;4;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;maio;5;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;junho;6;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;julho;7;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;agosto;8;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;setembro;9;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;outubro;10;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;novembro;11;0
África;1;Outros países;998;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Costa Rica;53;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Cuba;55;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;El Salvador;61;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Guatemala;84;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Haiti;91;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Honduras;93;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Nicarágua;160;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Panamá;170;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;República Dominicana;186;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Trinidad e Tobago;227;Acre;1;Aérea;1;2021;dezembro;12;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;janeiro;1;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;fevereiro;2;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;março;3;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;abril;4;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;maio;5;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;junho;6;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;julho;7;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;agosto;8;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;setembro;9;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;outubro;10;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;novembro;11;0
América Central e Caribe;2;Outros países;998;Acre;1;Aérea;1;2021;dezembro;12;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;janeiro;1;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;março;3;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;abril;4;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;maio;5;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;junho;6;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;julho;7;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;agosto;8;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;setembro;9;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;outubro;10;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;novembro;11;0
América do Norte;3;Canadá;38;Acre;1;Aérea;1;2021;dezembro;12;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;janeiro;1;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;março;3;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;abril;4;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;maio;5;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;junho;6;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;julho;7;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;agosto;8;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;setembro;9;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;outubro;10;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;novembro;11;0
América do Norte;3;Estados Unidos;68;Acre;1;Aérea;1;2021;dezembro;12;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;janeiro;1;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;março;3;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;abril;4;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;maio;5;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;junho;6;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;julho;7;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;agosto;8;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;setembro;9;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;outubro;10;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;novembro;11;0
América do Norte;3;México;148;Acre;1;Aérea;1;2021;dezembro;12;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;janeiro;1;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;março;3;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;abril;4;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;maio;5;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;junho;6;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;julho;7;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;agosto;8;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;setembro;9;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;outubro;10;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;novembro;11;0
América do Sul;4;Argentina;11;Acre;1;Aérea;1;2021;dezembro;12;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;janeiro;1;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;março;3;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;abril;4;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;maio;5;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;junho;6;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;julho;7;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;agosto;8;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;setembro;9;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;outubro;10;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;novembro;11;0
América do Sul;4;Bolívia;26;Acre;1;Aérea;1;2021;dezembro;12;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;janeiro;1;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;março;3;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;abril;4;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;maio;5;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;junho;6;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;julho;7;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;agosto;8;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;setembro;9;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;outubro;10;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;novembro;11;0
América do Sul;4;Chile;42;Acre;1;Aérea;1;2021;dezembro;12;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;janeiro;1;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;março;3;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;abril;4;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;maio;5;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;junho;6;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;julho;7;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;agosto;8;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;setembro;9;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;outubro;10;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;novembro;11;0
América do Sul;4;Colômbia;48;Acre;1;Aérea;1;2021;dezembro;12;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;janeiro;1;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;fevereiro;2;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;março;3;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;abril;4;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;maio;5;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;junho;6;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;julho;7;0
América do Sul;4;Equador;63;Acre;1;Aérea;1;2021;agosto;8;0
