ano,muni,uf,regiao,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
1991,Poço Fundo,MG,Sudeste,0.433,0.189,0.709,0.606,67.52,346.69,0.5,13683,-21.781,-45.965
1991,Poços de Caldas,MG,Sudeste,0.581,0.367,0.775,0.689,71.48,580.65,0.52,108483,-21.788,-46.561
1991,Pocrane,MG,Sudeste,0.354,0.142,0.698,0.446,66.87,128.11,0.49,11096,-19.62,-41.637
1991,Pompéu,MG,Sudeste,0.426,0.189,0.711,0.577,67.68,290.82,0.56,19799,-19.224,-44.935
1991,Ponte Nova,MG,Sudeste,0.487,0.283,0.675,0.605,65.47,346.28,0.59,51684,-20.416,-42.909
1991,Ponto Chique,MG,Sudeste,0.269,0.071,0.636,0.43,63.18,115.84,0.4,3028,-16.631,-45.066
1991,Ponto dos Volantes,MG,Sudeste,0.252,0.069,0.616,0.376,61.95,83.14,0.47,8391,-16.753,-41.504
1991,Porteirinha,MG,Sudeste,0.314,0.114,0.593,0.459,60.58,139.22,0.54,37323,-15.743,-43.028
1991,Porto Firme,MG,Sudeste,0.356,0.141,0.698,0.46,66.86,139.9,0.5,9354,-20.673,-43.084
1991,Poté,MG,Sudeste,0.296,0.1,0.606,0.428,61.36,114.45,0.54,14409,-17.807,-41.786
1991,Pouso Alegre,MG,Sudeste,0.577,0.369,0.767,0.677,70.99,538.74,0.53,80808,-22.23,-45.936
1991,Pouso Alto,MG,Sudeste,0.425,0.19,0.719,0.56,68.14,261.38,0.53,5793,-22.194,-44.973
1991,Prados,MG,Sudeste,0.419,0.207,0.715,0.497,67.9,176.15,0.49,7305,-21.058,-44.08
1991,Prata,MG,Sudeste,0.46,0.233,0.675,0.618,65.52,375.21,0.49,23104,-19.307,-48.924
1991,Pratápolis,MG,Sudeste,0.494,0.283,0.734,0.58,69.06,295.95,0.54,9337,-20.745,-46.861
1991,Pratinha,MG,Sudeste,0.465,0.224,0.727,0.618,68.63,374.06,0.54,2498,-19.751,-46.378
1991,Presidente Bernardes,MG,Sudeste,0.308,0.093,0.663,0.473,64.78,151.38,0.65,6345,-20.769,-43.188
1991,Presidente Juscelino,MG,Sudeste,0.296,0.09,0.618,0.464,62.08,143.55,0.57,4273,-18.637,-44.058
1991,Presidente Kubitschek,MG,Sudeste,0.369,0.16,0.666,0.472,64.98,150.5,0.51,2907,-18.614,-43.562
1991,Presidente Olegário,MG,Sudeste,0.411,0.197,0.663,0.531,64.76,217.57,0.47,17103,-18.418,-46.418
1991,Alto Jequitibá,MG,Sudeste,0.406,0.187,0.678,0.527,65.67,212.5,0.55,7373,-20.424,-41.966
1991,Prudente de Morais,MG,Sudeste,0.46,0.259,0.718,0.524,68.06,208.12,0.52,6635,-19.482,-44.155
1991,Quartel Geral,MG,Sudeste,0.378,0.156,0.667,0.518,65.01,200.44,0.47,2916,-19.274,-45.557
1991,Queluzito,MG,Sudeste,0.345,0.128,0.671,0.477,65.24,155.84,0.47,1718,-20.74,-43.884
1991,Raposos,MG,Sudeste,0.447,0.211,0.726,0.582,68.54,298.92,0.42,14091,-19.967,-43.804
1991,Raul Soares,MG,Sudeste,0.409,0.189,0.713,0.506,67.76,186.03,0.58,25592,-20.102,-42.453
1991,Recreio,MG,Sudeste,0.482,0.249,0.706,0.638,67.37,424.37,0.75,10506,-21.525,-42.469
1991,Reduto,MG,Sudeste,0.282,0.071,0.649,0.489,63.96,168.1,0.47,5159,-20.24,-41.983
1991,Resende Costa,MG,Sudeste,0.417,0.203,0.657,0.542,64.42,233.5,0.53,9582,-20.922,-44.238
1991,Resplendor,MG,Sudeste,0.398,0.168,0.71,0.53,67.57,216.09,0.53,17023,-19.326,-41.255
1991,Ressaquinha,MG,Sudeste,0.38,0.17,0.659,0.488,64.56,166.38,0.5,4987,-21.063,-43.763
1991,Riachinho,MG,Sudeste,0.305,0.087,0.695,0.468,66.67,147.48,0.54,6909,-16.23,-45.992
1991,Riacho dos Machados,MG,Sudeste,0.281,0.082,0.622,0.436,62.29,120.49,0.58,10203,-16.006,-43.049
1991,Ribeirão das Neves,MG,Sudeste,0.396,0.169,0.677,0.544,65.64,236.82,0.45,143741,-19.767,-44.087
1991,Ribeirão Vermelho,MG,Sudeste,0.524,0.351,0.686,0.597,66.17,329.41,0.55,3678,-21.191,-45.062
1991,Rio Acima,MG,Sudeste,0.401,0.181,0.685,0.52,66.12,203.11,0.43,7001,-20.088,-43.789
1991,Rio Casca,MG,Sudeste,0.403,0.181,0.657,0.549,64.39,243.42,0.64,15234,-20.226,-42.651
1991,Rio Doce,MG,Sudeste,0.386,0.184,0.615,0.509,61.9,189.89,0.53,2605,-20.242,-42.907
1991,Rio do Prado,MG,Sudeste,0.283,0.091,0.606,0.41,61.36,102.6,0.58,5893,-16.608,-40.57
1991,Rio Espera,MG,Sudeste,0.33,0.12,0.671,0.448,65.28,130.11,0.58,7407,-20.855,-43.474
1991,Rio Manso,MG,Sudeste,0.304,0.086,0.673,0.486,65.38,165.01,0.48,4430,-20.265,-44.308
1991,Rio Novo,MG,Sudeste,0.493,0.288,0.727,0.573,68.6,282.13,0.56,7909,-21.458,-43.125
1991,Rio Paranaíba,MG,Sudeste,0.429,0.185,0.736,0.58,69.16,295.87,0.53,9254,-19.194,-46.247
1991,Rio Pardo de Minas,MG,Sudeste,0.262,0.067,0.604,0.446,61.22,128.67,0.5,25228,-15.61,-42.54
1991,Rio Piracicaba,MG,Sudeste,0.437,0.228,0.653,0.559,64.18,259.15,0.62,13139,-19.929,-43.174
1991,Rio Pomba,MG,Sudeste,0.5,0.292,0.733,0.583,68.97,300.98,0.57,14659,-21.275,-43.179
1991,Rio Preto,MG,Sudeste,0.47,0.247,0.727,0.578,68.6,292.05,0.57,4612,-22.089,-43.828
1991,Rio Vermelho,MG,Sudeste,0.258,0.061,0.621,0.453,62.28,134.27,0.49,15515,-18.294,-43.009
1991,Ritápolis,MG,Sudeste,0.407,0.218,0.612,0.506,61.74,186.15,0.47,5707,-21.022,-44.318
1991,Rochedo de Minas,MG,Sudeste,0.363,0.13,0.718,0.514,68.06,196.5,0.48,1546,-21.63,-43.02
1991,Rodeiro,MG,Sudeste,0.418,0.212,0.709,0.486,67.53,164.72,0.46,3726,-21.2,-42.865
1991,Romaria,MG,Sudeste,0.452,0.226,0.686,0.595,66.13,324.52,0.51,3339,-18.883,-47.586
1991,Rosário da Limeira,MG,Sudeste,0.27,0.063,0.697,0.449,66.83,130.93,0.43,3302,-20.979,-42.512
1991,Rubelita,MG,Sudeste,0.266,0.072,0.638,0.409,63.26,101.82,0.48,9965,-16.408,-42.263
1991,Rubim,MG,Sudeste,0.33,0.122,0.606,0.487,61.36,165.82,0.63,10565,-16.375,-40.538
1991,Sabará,MG,Sudeste,0.488,0.278,0.686,0.608,66.17,351.1,0.54,88670,-19.886,-43.807
1991,Sabinópolis,MG,Sudeste,0.408,0.185,0.697,0.525,66.83,210.04,0.61,15847,-18.666,-43.084
1991,Sacramento,MG,Sudeste,0.507,0.298,0.727,0.602,68.61,338.68,0.56,20204,-19.865,-47.44
1991,Salinas,MG,Sudeste,0.368,0.152,0.674,0.488,65.44,167.02,0.52,32478,-16.17,-42.29
1991,Salto da Divisa,MG,Sudeste,0.37,0.136,0.659,0.567,64.53,271.99,0.74,7502,-16.003,-39.947
1991,Santa Bárbara,MG,Sudeste,0.432,0.207,0.679,0.573,65.71,283.5,0.53,21434,-19.959,-43.415
1991,Santa Bárbara do Leste,MG,Sudeste,0.339,0.121,0.664,0.484,64.84,162.66,0.46,6339,-19.978,-42.14
1991,Santa Bárbara do Monte Verde,MG,Sudeste,0.324,0.11,0.665,0.466,64.87,145.18,0.42,2526,-21.959,-43.702
1991,Santa Bárbara do Tugúrio,MG,Sudeste,0.318,0.114,0.604,0.468,61.21,146.76,0.5,5265,-21.246,-43.559
1991,Santa Cruz de Minas,MG,Sudeste,0.413,0.218,0.679,0.475,65.71,153.86,0.39,5931,-21.12,-44.223
1991,Santa Cruz de Salinas,MG,Sudeste,0.208,0.037,0.563,0.432,58.79,117.29,0.44,5718,-16.098,-41.746
1991,Santa Cruz do Escalvado,MG,Sudeste,0.298,0.098,0.63,0.428,62.81,114.79,0.49,6359,-20.236,-42.814
1991,Santa Efigênia de Minas,MG,Sudeste,0.274,0.073,0.638,0.44,63.27,123.69,0.49,4911,-18.827,-42.448
1991,Santa Fé de Minas,MG,Sudeste,0.255,0.058,0.622,0.46,62.29,139.64,0.46,4442,-16.69,-45.414
1991,Santa Helena de Minas,MG,Sudeste,0.259,0.078,0.587,0.381,60.21,85.59,0.47,5196,-16.983,-40.686
1991,Santa Juliana,MG,Sudeste,0.46,0.202,0.759,0.636,70.55,418.18,0.59,7738,-19.309,-47.525
1991,Santa Luzia,MG,Sudeste,0.442,0.22,0.685,0.573,66.12,282.73,0.46,135633,-19.77,-43.851
1991,Santa Margarida,MG,Sudeste,0.324,0.108,0.596,0.53,60.74,216.31,0.58,12617,-20.384,-42.251
1991,Santa Maria de Itabira,MG,Sudeste,0.37,0.161,0.659,0.478,64.56,156.25,0.62,10431,-19.449,-43.113
1991,Santa Maria do Salto,MG,Sudeste,0.302,0.108,0.606,0.419,61.36,108.25,0.46,5240,-16.249,-40.149
1991,Santa Maria do Suaçuí,MG,Sudeste,0.335,0.106,0.636,0.557,63.15,255.51,0.73,13956,-18.19,-42.414
1991,Santana da Vargem,MG,Sudeste,0.473,0.264,0.675,0.595,65.52,324.63,0.59,6838,-21.249,-45.507
1991,Santana de Cataguases,MG,Sudeste,0.431,0.238,0.679,0.497,65.76,176.14,0.49,3480,-21.287,-42.557
1991,Santana de Pirapama,MG,Sudeste,0.31,0.093,0.66,0.486,64.59,164.92,0.6,9078,-19.006,-44.043
1991,Santana do Deserto,MG,Sudeste,0.445,0.232,0.718,0.528,68.05,213.62,0.47,3350,-21.95,-43.166
1991,Santana do Garambéu,MG,Sudeste,0.382,0.168,0.659,0.502,64.56,182.02,0.57,1719,-21.601,-44.104
1991,Santana do Jacaré,MG,Sudeste,0.469,0.263,0.678,0.58,65.67,295.05,0.48,3802,-20.898,-45.131
1991,Santana do Manhuaçu,MG,Sudeste,0.336,0.125,0.61,0.498,61.59,177.32,0.55,9103,-20.108,-41.925
1991,Santana do Paraíso,MG,Sudeste,0.377,0.154,0.678,0.513,65.65,194.75,0.51,13103,-19.364,-42.569
1991,Santana do Riacho,MG,Sudeste,0.294,0.078,0.657,0.495,64.42,174.42,0.54,3346,-19.169,-43.714
1991,Santana dos Montes,MG,Sudeste,0.294,0.086,0.652,0.451,64.11,132.02,0.47,4051,-20.788,-43.692
1991,Santa Rita de Caldas,MG,Sudeste,0.427,0.193,0.709,0.569,67.56,275.2,0.43,9167,-22.029,-46.337
1991,Santa Rita de Jacutinga,MG,Sudeste,0.426,0.201,0.718,0.537,68.05,226.17,0.53,4988,-22.149,-44.095
1991,Santa Rita de Minas,MG,Sudeste,0.328,0.12,0.613,0.48,61.77,158.69,0.5,4460,-19.875,-42.132
1991,Santa Rita de Ibitipoca,MG,Sudeste,0.303,0.095,0.695,0.42,66.69,109.23,0.47,4032,-21.563,-43.915
1991,Santa Rita do Itueto,MG,Sudeste,0.293,0.085,0.649,0.458,63.92,138.36,0.56,5984,-19.36,-41.38
1991,Santa Rita do Sapucaí,MG,Sudeste,0.507,0.286,0.721,0.633,68.25,411.24,0.61,26018,-22.252,-45.703
1991,Santa Rosa da Serra,MG,Sudeste,0.401,0.184,0.698,0.501,66.86,180.5,0.42,2855,-19.53,-45.966
1991,Santa Vitória,MG,Sudeste,0.456,0.229,0.724,0.573,68.46,283.29,0.57,16414,-18.839,-50.121
1991,Santo Antônio do Amparo,MG,Sudeste,0.432,0.225,0.672,0.535,65.31,222.66,0.57,13653,-20.946,-44.919
1991,Santo Antônio do Aventureiro,MG,Sudeste,0.373,0.157,0.665,0.498,64.87,177.17,0.45,3481,-21.758,-42.816
1991,Santo Antônio do Grama,MG,Sudeste,0.397,0.187,0.66,0.508,64.61,188.52,0.59,4571,-20.314,-42.609
1991,Santo Antônio do Itambé,MG,Sudeste,0.238,0.053,0.637,0.401,63.21,97.27,0.49,4397,-18.466,-43.307
1991,Santo Antônio do Jacinto,MG,Sudeste,0.227,0.049,0.587,0.409,60.21,101.9,0.56,11887,-16.534,-40.176
1991,Santo Antônio do Monte,MG,Sudeste,0.484,0.256,0.731,0.606,68.85,348.11,0.54,17839,-20.087,-45.294
1991,Santo Antônio do Retiro,MG,Sudeste,0.222,0.053,0.589,0.351,60.31,70.93,0.48,5429,-15.339,-42.624
1991,Santo Antônio do Rio Abaixo,MG,Sudeste,0.314,0.111,0.642,0.436,63.53,120.69,0.43,2058,-19.228,-43.254
1991,Santo Hipólito,MG,Sudeste,0.353,0.139,0.65,0.485,63.98,163.64,0.58,3672,-18.297,-44.223
1991,Santos Dumont,MG,Sudeste,0.522,0.348,0.705,0.58,67.31,295.05,0.55,44443,-21.457,-43.553
1991,São Bento Abade,MG,Sudeste,0.378,0.16,0.647,0.523,63.79,207.55,0.47,2539,-21.582,-45.076
1991,São Brás do Suaçuí,MG,Sudeste,0.476,0.299,0.671,0.537,65.27,226.27,0.52,3125,-20.625,-43.949
1991,São Domingos das Dores,MG,Sudeste,0.355,0.121,0.695,0.531,66.68,217.92,0.68,3919,-19.527,-42.011
1991,São Domingos do Prata,MG,Sudeste,0.382,0.156,0.679,0.527,65.73,212.49,0.59,18164,-19.865,-42.968
1991,São Félix de Minas,MG,Sudeste,0.257,0.064,0.618,0.431,62.07,117.09,0.56,3835,-18.591,-41.486
1991,São Francisco,MG,Sudeste,0.342,0.135,0.673,0.442,65.38,125.16,0.53,45156,-15.949,-44.864
1991,São Francisco de Paula,MG,Sudeste,0.325,0.109,0.672,0.467,65.33,146.05,0.42,6038,-20.71,-44.985
1991,São Francisco de Sales,MG,Sudeste,0.446,0.195,0.744,0.613,69.64,361.91,0.56,4909,-19.863,-49.774
1991,São Francisco do Glória,MG,Sudeste,0.348,0.128,0.642,0.511,63.49,191.82,0.51,6344,-20.789,-42.268
1991,São Geraldo,MG,Sudeste,0.402,0.183,0.715,0.495,67.88,173.71,0.56,7685,-20.923,-42.834
1991,São Geraldo da Piedade,MG,Sudeste,0.316,0.116,0.636,0.428,63.14,114.6,0.46,4911,-18.836,-42.288
1991,São Geraldo do Baixio,MG,Sudeste,0.337,0.116,0.697,0.473,66.83,151.44,0.48,2573,-18.9,-41.36
1991,São Gonçalo do Abaeté,MG,Sudeste,0.421,0.214,0.659,0.529,64.55,215.53,0.52,6096,-18.338,-45.833
1991,São Gonçalo do Pará,MG,Sudeste,0.425,0.208,0.664,0.555,64.81,252.46,0.45,7506,-19.983,-44.859
1991,São Gonçalo do Rio Abaixo,MG,Sudeste,0.368,0.152,0.603,0.543,61.16,234.63,0.57,8224,-19.826,-43.362
1991,São Gonçalo do Sapucaí,MG,Sudeste,0.497,0.279,0.74,0.593,69.42,320.02,0.59,19501,-21.892,-45.595
1991,São Gotardo,MG,Sudeste,0.499,0.284,0.71,0.618,67.59,375.03,0.57,19459,-19.311,-46.049
1991,São João Batista do Glória,MG,Sudeste,0.443,0.199,0.72,0.607,68.22,349.15,0.56,5209,-20.641,-46.506
1991,São João da Lagoa,MG,Sudeste,0.281,0.086,0.652,0.396,64.13,94.2,0.48,4228,-16.853,-44.352
1991,São João da Mata,MG,Sudeste,0.429,0.18,0.743,0.591,69.59,316.54,0.5,2524,-21.93,-45.929
1991,São João da Ponte,MG,Sudeste,0.242,0.055,0.652,0.397,64.1,94.45,0.46,25647,-15.929,-44.008
1991,São João das Missões,MG,Sudeste,0.22,0.05,0.682,0.313,65.9,56.21,0.47,6493,-14.884,-44.091
1991,São João del Rei,MG,Sudeste,0.532,0.331,0.744,0.613,69.63,362.32,0.58,71929,-21.136,-44.262
1991,São João do Manhuaçu,MG,Sudeste,0.291,0.072,0.66,0.517,64.59,199.56,0.53,6894,-20.394,-42.151
1991,São João do Manteninha,MG,Sudeste,0.343,0.141,0.618,0.462,62.07,142.04,0.52,4183,-18.721,-41.16
1991,São João do Oriente,MG,Sudeste,0.407,0.21,0.63,0.511,62.79,192.68,0.54,8070,-19.339,-42.158
1991,São João do Pacuí,MG,Sudeste,0.227,0.047,0.639,0.392,63.36,91.76,0.52,4330,-16.542,-44.516
1991,São João do Paraíso,MG,Sudeste,0.273,0.069,0.674,0.438,65.44,122.21,0.48,19229,-15.314,-42.014
1991,São João Evangelista,MG,Sudeste,0.353,0.139,0.606,0.524,61.35,207.91,0.62,15101,-18.548,-42.763
1991,São João Nepomuceno,MG,Sudeste,0.508,0.319,0.686,0.598,66.13,329.64,0.55,21216,-21.54,-43.011
1991,São Joaquim de Bicas,MG,Sudeste,0.405,0.182,0.652,0.561,64.14,261.84,0.6,11180,-20.049,-44.274
1991,São José da Barra,MG,Sudeste,0.52,0.319,0.744,0.592,69.63,319.31,0.45,5907,-20.718,-46.311
1991,São José da Lapa,MG,Sudeste,0.459,0.242,0.688,0.582,66.26,299.23,0.44,6851,-19.701,-43.955
1991,São José da Safira,MG,Sudeste,0.338,0.128,0.588,0.513,60.29,194.76,0.61,3390,-18.324,-42.143
1991,São José da Varginha,MG,Sudeste,0.403,0.153,0.74,0.58,69.4,296.09,0.43,2684,-19.71,-44.557
1991,São José do Alegre,MG,Sudeste,0.441,0.237,0.698,0.517,66.85,199.73,0.59,3125,-22.329,-45.526
1991,São José do Divino,MG,Sudeste,0.34,0.138,0.635,0.449,63.09,130.61,0.6,4097,-18.479,-41.389
1991,São José do Goiabal,MG,Sudeste,0.373,0.158,0.644,0.51,63.63,190.85,0.56,6037,-19.929,-42.705
1991,São José do Jacuri,MG,Sudeste,0.297,0.094,0.619,0.451,62.11,132.58,0.51,7261,-18.275,-42.67
1991,São José do Mantimento,MG,Sudeste,0.357,0.16,0.678,0.419,65.67,108.83,0.48,2182,-20.005,-41.745
1991,São Lourenço,MG,Sudeste,0.549,0.354,0.738,0.634,69.27,412.45,0.61,29465,-22.116,-45.054
1991,São Miguel do Anta,MG,Sudeste,0.392,0.186,0.665,0.488,64.87,166.43,0.63,6233,-20.707,-42.719
1991,São Pedro da União,MG,Sudeste,0.401,0.184,0.684,0.514,66.04,195.37,0.48,4967,-21.127,-46.615
1991,São Pedro dos Ferros,MG,Sudeste,0.4,0.212,0.609,0.494,61.54,172.53,0.54,10078,-20.17,-42.524
1991,São Pedro do Suaçuí,MG,Sudeste,0.29,0.091,0.625,0.427,62.48,114.37,0.41,9127,-18.366,-42.603
1991,São Romão,MG,Sudeste,0.298,0.093,0.589,0.484,60.31,162.48,0.54,6893,-16.369,-45.069
1991,São Roque de Minas,MG,Sudeste,0.4,0.15,0.703,0.605,67.18,344.44,0.44,6243,-20.245,-46.366
1991,São Sebastião da Bela Vista,MG,Sudeste,0.397,0.149,0.694,0.603,66.64,341.48,0.56,3825,-22.159,-45.754
1991,São Sebastião da Vargem Alegre,MG,Sudeste,0.293,0.092,0.636,0.432,63.15,117.89,0.34,2451,-21.072,-42.636
1991,São Sebastião do Anta,MG,Sudeste,0.264,0.058,0.613,0.518,61.77,200.94,0.58,3282,-19.498,-41.984
1991,São Sebastião do Maranhão,MG,Sudeste,0.271,0.076,0.618,0.422,62.07,110.62,0.51,12473,-18.084,-42.571
1991,São Sebastião do Oeste,MG,Sudeste,0.369,0.14,0.698,0.513,66.87,194.25,0.44,5038,-20.276,-45.005
1991,São Sebastião do Paraíso,MG,Sudeste,0.51,0.285,0.731,0.636,68.84,417.63,0.54,48511,-20.917,-46.991
1991,São Sebastião do Rio Preto,MG,Sudeste,0.32,0.14,0.655,0.359,64.27,74.64,0.6,1960,-19.292,-43.174
1991,São Sebastião do Rio Verde,MG,Sudeste,0.508,0.353,0.719,0.515,68.14,197.44,0.57,1736,-22.218,-44.976
1991,São Tiago,MG,Sudeste,0.418,0.205,0.682,0.521,65.94,204.23,0.55,9577,-20.913,-44.509
1991,São Tomás de Aquino,MG,Sudeste,0.433,0.194,0.731,0.572,68.84,281.01,0.47,6876,-20.784,-47.098
1991,São Thomé das Letras,MG,Sudeste,0.326,0.105,0.664,0.497,64.81,175.94,0.56,5602,-21.722,-44.985
1991,São Vicente de Minas,MG,Sudeste,0.456,0.229,0.717,0.577,68.04,290.77,0.64,5328,-21.713,-44.444
1991,Sapucaí-Mirim,MG,Sudeste,0.405,0.173,0.721,0.532,68.28,219.88,0.46,4262,-22.748,-45.743
1991,Sardoá,MG,Sudeste,0.346,0.124,0.693,0.484,66.56,163,0.59,4141,-18.784,-42.365
1991,Sarzedo,MG,Sudeste,0.412,0.168,0.726,0.572,68.56,281.37,0.58,9434,-20.035,-44.145
1991,Setubinha,MG,Sudeste,0.213,0.04,0.563,0.432,58.79,117.89,0.51,9546,-17.6,-42.159
1991,Sem-Peixe,MG,Sudeste,0.292,0.094,0.618,0.427,62.06,113.94,0.51,3943,-20.109,-42.839
1991,Senador Amaral,MG,Sudeste,0.343,0.102,0.704,0.561,67.23,262.68,0.42,4093,-22.587,-46.177
1991,Senador Cortes,MG,Sudeste,0.41,0.209,0.695,0.474,66.69,152.64,0.49,1840,-21.801,-42.946
1991,Senador Firmino,MG,Sudeste,0.423,0.208,0.715,0.508,67.88,188.44,0.61,6150,-20.912,-43.097
1991,Senador José Bento,MG,Sudeste,0.479,0.257,0.714,0.6,67.84,333.78,0.49,1997,-22.164,-46.179
1991,Senador Modestino Gonçalves,MG,Sudeste,0.29,0.093,0.615,0.425,61.9,112.53,0.5,5214,-17.947,-43.225
1991,Senhora de Oliveira,MG,Sudeste,0.356,0.173,0.618,0.422,62.06,110.22,0.52,5027,-20.794,-43.344
1991,Senhora do Porto,MG,Sudeste,0.333,0.136,0.596,0.456,60.77,136.61,0.51,3632,-18.892,-43.084
1991,Senhora dos Remédios,MG,Sudeste,0.326,0.118,0.689,0.425,66.36,112.66,0.47,9310,-21.028,-43.583
1991,Sericita,MG,Sudeste,0.302,0.099,0.588,0.473,60.27,151.42,0.62,6331,-20.474,-42.482
1991,Seritinga,MG,Sudeste,0.462,0.285,0.659,0.525,64.53,209.8,0.5,1694,-21.909,-44.519
1991,Serra Azul de Minas,MG,Sudeste,0.281,0.082,0.653,0.416,64.17,106.36,0.59,3847,-18.362,-43.17
1991,Serra da Saudade,MG,Sudeste,0.415,0.198,0.678,0.531,65.67,217.27,0.35,846,-19.438,-45.796
1991,Serra dos Aimorés,MG,Sudeste,0.425,0.23,0.625,0.534,62.48,221.91,0.59,10165,-17.783,-40.248
1991,Serra do Salitre,MG,Sudeste,0.44,0.196,0.723,0.603,68.36,341.09,0.52,7883,-19.111,-46.69
1991,Serrania,MG,Sudeste,0.406,0.167,0.674,0.594,65.42,321.52,0.52,6850,-21.548,-46.04
1991,Serranópolis de Minas,MG,Sudeste,0.237,0.054,0.628,0.392,62.66,91.46,0.39,4218,-15.829,-42.871
1991,Serranos,MG,Sudeste,0.348,0.125,0.659,0.511,64.53,192.52,0.46,2010,-21.89,-44.51
1991,Serro,MG,Sudeste,0.362,0.145,0.657,0.499,64.42,178.36,0.63,18438,-18.605,-43.379
1991,Sete Lagoas,MG,Sudeste,0.511,0.301,0.717,0.62,68.04,377.87,0.56,142177,-19.466,-44.247
1991,Silveirânia,MG,Sudeste,0.421,0.22,0.665,0.509,64.87,189.68,0.54,2010,-21.159,-43.215
1991,Silvianópolis,MG,Sudeste,0.466,0.242,0.721,0.579,68.25,293.05,0.53,5814,-22.029,-45.835
1991,Simão Pereira,MG,Sudeste,0.364,0.137,0.718,0.49,68.05,169.06,0.44,2414,-21.964,-43.312
1991,Simonésia,MG,Sudeste,0.34,0.137,0.655,0.437,64.32,121.01,0.51,16044,-20.124,-42.001
1991,Sobrália,MG,Sudeste,0.334,0.128,0.638,0.455,63.29,135.48,0.57,6744,-19.235,-42.098
1991,Soledade de Minas,MG,Sudeste,0.433,0.205,0.721,0.548,68.25,242.83,0.55,4929,-22.06,-45.045
1991,Tabuleiro,MG,Sudeste,0.377,0.15,0.715,0.498,67.88,177.35,0.51,4348,-21.359,-43.248
1991,Taiobeiras,MG,Sudeste,0.363,0.138,0.688,0.504,66.29,184.08,0.58,22777,-15.808,-42.233
1991,Taparuba,MG,Sudeste,0.322,0.116,0.649,0.443,63.92,125.7,0.43,2985,-19.759,-41.616
1991,Tapira,MG,Sudeste,0.425,0.161,0.751,0.633,70.07,409.87,0.5,2935,-19.922,-46.823
1991,Tapiraí,MG,Sudeste,0.352,0.129,0.703,0.482,67.18,160.3,0.44,2174,-19.888,-46.02
1991,Taquaraçu de Minas,MG,Sudeste,0.39,0.151,0.694,0.568,66.61,274.73,0.65,3252,-19.67,-43.687
1991,Tarumirim,MG,Sudeste,0.363,0.158,0.695,0.437,66.68,121.5,0.6,15845,-19.281,-42.007
1991,Teixeiras,MG,Sudeste,0.404,0.207,0.618,0.517,62.06,199.66,0.54,9909,-20.651,-42.857
1991,Teófilo Otoni,MG,Sudeste,0.44,0.217,0.673,0.582,65.38,299.32,0.62,126779,-17.858,-41.505
1991,Timóteo,MG,Sudeste,0.583,0.406,0.759,0.643,70.55,436.2,0.52,56404,-19.583,-42.644
1991,Tiradentes,MG,Sudeste,0.465,0.252,0.717,0.556,68,254.07,0.54,4225,-21.11,-44.178
1991,Tiros,MG,Sudeste,0.427,0.193,0.711,0.567,67.68,273.32,0.55,8494,-19.004,-45.964
1991,Tocantins,MG,Sudeste,0.458,0.243,0.69,0.572,66.39,280.66,0.61,12737,-21.175,-43.018
1991,Tocos do Moji,MG,Sudeste,0.377,0.14,0.717,0.532,68.02,218.68,0.43,3709,-22.371,-46.096
1991,Toledo,MG,Sudeste,0.319,0.077,0.725,0.581,68.49,296.55,0.52,4640,-22.743,-46.372
1991,Tombos,MG,Sudeste,0.483,0.276,0.718,0.57,68.06,278.37,0.57,9639,-20.905,-42.023
1991,Três Corações,MG,Sudeste,0.489,0.262,0.706,0.633,67.37,411.89,0.57,56202,-21.697,-45.253
1991,Três Marias,MG,Sudeste,0.456,0.228,0.718,0.58,68.06,295.02,0.52,20763,-18.206,-45.242
1991,Três Pontas,MG,Sudeste,0.479,0.257,0.709,0.605,67.53,344.35,0.55,45321,-21.367,-45.513
1991,Tumiritinga,MG,Sudeste,0.358,0.14,0.676,0.484,65.57,162.49,0.85,5384,-18.979,-41.645
1991,Tupaciguara,MG,Sudeste,0.493,0.257,0.727,0.641,68.64,432.7,0.65,21830,-18.593,-48.705
1991,Turmalina,MG,Sudeste,0.308,0.091,0.66,0.488,64.59,166.42,0.51,14740,-17.286,-42.73
1991,Turvolândia,MG,Sudeste,0.447,0.218,0.743,0.552,69.59,248.33,0.47,3631,-21.876,-45.787
1991,Ubá,MG,Sudeste,0.506,0.296,0.733,0.598,68.97,330.38,0.55,65636,-21.12,-42.943
1991,Ubaí,MG,Sudeste,0.288,0.079,0.621,0.487,62.27,165.15,0.58,10831,-16.285,-44.778
1991,Ubaporanga,MG,Sudeste,0.333,0.117,0.695,0.453,66.68,134.25,0.49,10036,-19.635,-42.106
1991,Uberaba,MG,Sudeste,0.574,0.382,0.733,0.677,68.97,539.67,0.54,205781,-19.748,-47.932
1991,Uberlândia,MG,Sudeste,0.577,0.366,0.758,0.691,70.45,588.98,0.53,363040,-18.919,-48.277
1991,Umburatiba,MG,Sudeste,0.331,0.135,0.606,0.445,61.36,127.44,0.41,2864,-17.256,-40.573
1991,Unaí,MG,Sudeste,0.447,0.207,0.744,0.579,69.63,292.99,0.59,60518,-16.358,-46.906
1991,União de Minas,MG,Sudeste,0.397,0.162,0.664,0.581,64.81,297.88,0.6,4975,-19.53,-50.336
1991,Uruana de Minas,MG,Sudeste,0.292,0.083,0.669,0.447,65.13,128.8,0.54,2949,-16.064,-46.254
