ano,muni,uf,regiao,idhm,idhm_e,idhm_l,idhm_r,espvida,rdpc,gini,pop,lat,lon
1991,ALTA FLORESTA D'OESTE,RO,Norte,0.329,0.112,0.617,0.516,62.01,198.46,0.63,22835,-11.929,-61.996
1991,ARIQUEMES,RO,Norte,0.432,0.199,0.684,0.593,66.02,319.47,0.57,55018,-9.913,-63.041
1991,CABIXI,RO,Norte,0.309,0.108,0.636,0.43,63.16,116.38,0.7,5846,-13.492,-60.545
1991,CACOAL,RO,Norte,0.407,0.171,0.667,0.593,65.03,320.24,0.66,66534,-11.438,-61.448
1991,CEREJEIRAS,RO,Norte,0.386,0.167,0.629,0.547,62.73,240.1,0.6,19030,-13.189,-60.812
1991,COLORADO DO OESTE,RO,Norte,0.376,0.151,0.658,0.536,64.46,224.82,0.62,25070,-13.117,-60.542
1991,CORUMBIARA,RO,Norte,0.203,0.039,0.572,0.373,59.32,81.38,0.59,10737,-12.962,-60.887
1991,COSTA MARQUES,RO,Norte,0.425,0.22,0.629,0.553,62.76,250.08,0.65,6902,-12.445,-64.227
1991,ESPIGÃO D'OESTE,RO,Norte,0.388,0.159,0.653,0.561,64.18,263.03,0.63,22505,-11.525,-61.013
1991,GUAJARÁ-MIRIM,RO,Norte,0.468,0.247,0.662,0.625,64.71,391.37,0.6,31240,-10.783,-65.339
1991,JARU,RO,Norte,0.352,0.124,0.658,0.534,64.46,221.53,0.57,46478,-10.439,-62.466
1991,JI-PARANÁ,RO,Norte,0.433,0.209,0.659,0.589,64.51,312.09,0.57,96175,-10.882,-61.944
1991,MACHADINHO D'OESTE,RO,Norte,0.286,0.074,0.591,0.533,60.43,220.98,0.6,9884,-9.444,-61.981
1991,NOVA BRASILÂNDIA D'OESTE,RO,Norte,0.272,0.079,0.607,0.421,61.4,109.75,0.52,18275,-11.725,-62.331
1991,OURO PRETO DO OESTE,RO,Norte,0.382,0.155,0.629,0.57,62.76,276.84,0.59,35608,-10.716,-62.248
1991,PIMENTA BUENO,RO,Norte,0.412,0.185,0.629,0.599,62.76,332.51,0.59,30985,-11.673,-61.193
1991,PORTO VELHO,RO,Norte,0.495,0.29,0.633,0.66,62.99,486.43,0.58,264484,-8.762,-63.904
1991,PRESIDENTE MÉDICI,RO,Norte,0.348,0.128,0.647,0.507,63.84,187.85,0.52,29453,-11.176,-61.901
1991,RIO CRESPO,RO,Norte,0.259,0.065,0.578,0.461,59.66,140.95,0.51,2329,-9.705,-62.9
1991,ROLIM DE MOURA,RO,Norte,0.383,0.153,0.665,0.554,64.87,251.8,0.58,42319,-11.733,-61.778
1991,SANTA LUZIA D'OESTE,RO,Norte,0.289,0.1,0.572,0.422,59.32,110.82,0.57,11163,-11.902,-61.779
1991,VILHENA,RO,Norte,0.498,0.284,0.665,0.655,64.89,472.17,0.59,37210,-12.741,-60.146
1991,SÃO MIGUEL DO GUAPORÉ,RO,Norte,0.252,0.066,0.559,0.433,58.56,118.34,0.62,9794,-11.681,-62.684
1991,NOVA MAMORÉ,RO,Norte,0.336,0.134,0.547,0.517,57.82,199.35,0.51,7119,-10.411,-65.331
1991,ALVORADA D'OESTE,RO,Norte,0.313,0.112,0.598,0.458,60.89,138.64,0.58,19253,-11.408,-62.389
1991,ALTO ALEGRE DOS PARECIS,RO,Norte,0.241,0.054,0.572,0.451,59.32,132.23,0.64,7847,-12.128,-61.851
1991,ALTO PARAÍSO,RO,Norte,0.269,0.074,0.578,0.454,59.66,134.82,0.6,8689,-9.713,-63.321
1991,BURITIS,RO,Norte,0.325,0.113,0.638,0.474,63.27,152.66,0.39,500,-10.212,-63.829
1991,NOVO HORIZONTE DO OESTE,RO,Norte,0.199,0.038,0.572,0.362,59.32,76.31,0.54,11460,-11.71,-62
1991,CACAULÂNDIA,RO,Norte,0.283,0.079,0.609,0.47,61.51,149.14,0.44,5246,-10.34,-62.896
1991,CAMPO NOVO DE RONDÔNIA,RO,Norte,0.293,0.085,0.597,0.496,60.79,174.67,0.5,4157,-10.571,-63.627
1991,CANDEIAS DO JAMARI,RO,Norte,0.366,0.143,0.578,0.595,59.66,325.36,0.71,7794,-8.791,-63.701
1991,CASTANHEIRAS,RO,Norte,0.221,0.048,0.572,0.394,59.32,92.82,0.51,4369,-11.427,-61.95
1991,CHUPINGUAIA,RO,Norte,0.281,0.068,0.616,0.529,61.95,215.23,0.53,3548,-12.552,-60.9
1991,CUJUBIM,RO,Norte,0.237,0.05,0.629,0.425,62.73,112.37,0.52,2407,-9.363,-62.585
1991,GOVERNADOR JORGE TEIXEIRA,RO,Norte,0.217,0.039,0.558,0.471,58.48,150.04,0.7,6027,-10.61,-62.737
1991,ITAPUÃ DO OESTE,RO,Norte,0.349,0.135,0.568,0.552,59.06,248.4,0.66,3275,-9.205,-63.18
1991,MINISTRO ANDREAZZA,RO,Norte,0.277,0.061,0.638,0.546,63.27,239.14,0.78,9161,-11.196,-61.517
1991,MIRANTE DA SERRA,RO,Norte,0.254,0.055,0.647,0.459,63.84,139.31,0.6,10388,-11.03,-62.675
1991,MONTE NEGRO,RO,Norte,0.27,0.062,0.609,0.52,61.51,203.86,0.58,6676,-10.246,-63.29
1991,NOVA UNIÃO,RO,Norte,0.228,0.047,0.591,0.427,60.43,113.92,0.54,5641,-10.904,-62.561
1991,PARECIS,RO,Norte,0.174,0.018,0.629,0.463,62.73,142.31,0.44,3185,-12.175,-61.603
1991,PIMENTEIRAS DO OESTE,RO,Norte,0.28,0.072,0.658,0.463,64.46,142.54,0.52,2194,-13.483,-61.047
1991,PRIMAVERA DE RONDÔNIA,RO,Norte,0.284,0.082,0.629,0.446,62.73,128.53,0.51,5629,-11.828,-61.321
1991,SÃO FELIPE D'OESTE,RO,Norte,0.232,0.047,0.629,0.425,62.73,112.83,0.48,7327,-11.903,-61.502
1991,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,0.298,0.086,0.647,0.476,63.84,154.47,0.71,1899,-12.062,-63.569
1991,SERINGUEIRAS,RO,Norte,0.258,0.061,0.622,0.455,62.3,135.92,0.69,4594,-11.798,-63.031
1991,TEIXEIRÓPOLIS,RO,Norte,0.226,0.038,0.653,0.466,64.18,145.63,0.5,5325,-10.918,-62.249
1991,THEOBROMA,RO,Norte,0.247,0.052,0.636,0.454,63.16,134.75,0.61,5286,-10.244,-62.355
1991,URUPÁ,RO,Norte,0.23,0.037,0.647,0.506,63.84,186.33,0.59,11864,-11.125,-62.376
1991,VALE DO ANARI,RO,Norte,0.216,0.042,0.583,0.412,59.95,104.05,0.75,3269,-9.863,-62.186
1991,VALE DO PARAÍSO,RO,Norte,0.247,0.053,0.647,0.442,63.84,125.04,0.5,8708,-10.449,-62.134
1991,ACRELÂNDIA,AC,Norte,0.247,0.043,0.652,0.535,64.1,223.65,0.6,6266,-9.828,-66.883
1991,ASSIS BRASIL,AC,Norte,0.314,0.096,0.646,0.499,63.73,178.52,0.48,4046,-10.941,-69.567
1991,BRASILÉIA,AC,Norte,0.336,0.123,0.622,0.497,62.33,176.76,0.56,12662,-11.01,-68.748
1991,BUJARI,AC,Norte,0.267,0.055,0.677,0.513,65.62,194.84,0.51,3148,-9.831,-67.952
1991,CAPIXABA,AC,Norte,0.183,0.02,0.596,0.514,60.74,195.72,0.48,2298,-10.573,-67.676
1991,CRUZEIRO DO SUL,AC,Norte,0.398,0.188,0.652,0.513,64.1,194.63,0.57,52227,-7.631,-72.67
1991,EPITACIOLÂNDIA,AC,Norte,0.372,0.148,0.643,0.54,63.56,229.95,0.58,7098,-11.029,-68.741
1991,FEIJÓ,AC,Norte,0.258,0.064,0.584,0.459,60.04,139.3,0.55,19494,-8.164,-70.354
1991,JORDÃO,AC,Norte,0.17,0.024,0.611,0.333,61.64,63.5,0.39,4357,-9.434,-71.884
1991,MÂNCIO LIMA,AC,Norte,0.298,0.099,0.622,0.429,62.33,115.12,0.47,9214,-7.614,-72.896
1991,MANOEL URBANO,AC,Norte,0.218,0.038,0.643,0.423,63.56,111.5,0.62,6151,-8.839,-69.26
1991,MARECHAL THAUMATURGO,AC,Norte,0.186,0.03,0.596,0.361,60.74,75.84,0.42,9231,-8.941,-72.792
1991,PLÁCIDO DE CASTRO,AC,Norte,0.265,0.061,0.649,0.469,63.94,148.43,0.57,10232,-10.335,-67.184
1991,PORTO WALTER,AC,Norte,0.176,0.026,0.596,0.354,60.74,72.49,0.45,6402,-8.269,-72.744
1991,RIO BRANCO,AC,Norte,0.485,0.259,0.684,0.643,66.02,437.12,0.6,180722,-9.975,-67.81
1991,RODRIGUES ALVES,AC,Norte,0.245,0.061,0.622,0.386,62.33,88.55,0.48,5313,-7.742,-72.647
1991,SANTA ROSA DO PURUS,AC,Norte,0.167,0.019,0.643,0.378,63.56,84.23,0.39,929,-9.433,-70.493
1991,SENADOR GUIOMARD,AC,Norte,0.354,0.123,0.677,0.535,65.62,223.06,0.56,15243,-10.151,-67.736
1991,SENA MADUREIRA,AC,Norte,0.317,0.102,0.647,0.483,63.83,161.96,0.61,19925,-9.066,-68.657
1991,TARAUACÁ,AC,Norte,0.274,0.075,0.611,0.45,61.68,131.44,0.57,24045,-8.161,-70.766
1991,XAPURI,AC,Norte,0.348,0.131,0.646,0.496,63.73,175.31,0.55,10990,-10.652,-68.504
1991,PORTO ACRE,AC,Norte,0.259,0.061,0.622,0.457,62.33,137.41,0.48,4616,-9.588,-67.533
1991,ALVARÃES,AM,Norte,0.306,0.092,0.64,0.487,63.41,165.64,0.63,7351,-3.221,-64.804
1991,AMATURÁ,AM,Norte,0.254,0.064,0.599,0.425,60.91,112.32,0.7,3015,-3.364,-68.198
1991,ANAMÃ,AM,Norte,0.307,0.097,0.59,0.504,60.4,184.6,0.53,5967,-3.58,-61.404
1991,ANORI,AM,Norte,0.357,0.157,0.595,0.489,60.71,168.24,0.46,8824,-3.773,-61.644
1991,APUÍ,AM,Norte,0.322,0.099,0.622,0.542,62.31,233.59,0.59,5260,-7.197,-59.891
1991,ATALAIA DO NORTE,AM,Norte,0.246,0.058,0.64,0.399,63.41,95.57,0.76,3840,-4.372,-70.192
1991,AUTAZES,AM,Norte,0.357,0.14,0.64,0.507,63.41,187.62,0.7,14168,-3.58,-59.131
1991,BARCELOS,AM,Norte,0.317,0.1,0.615,0.518,61.87,200.7,0.43,10136,-0.975,-62.924
1991,BARREIRINHA,AM,Norte,0.293,0.093,0.62,0.438,62.17,122.12,0.52,14299,-2.793,-57.07
1991,BENJAMIN CONSTANT,AM,Norte,0.3,0.107,0.622,0.404,62.31,98.76,0.73,16521,-4.383,-70.031
1991,BERURI,AM,Norte,0.272,0.081,0.59,0.42,60.4,109.23,0.49,7143,-3.898,-61.373
1991,BOA VISTA DO RAMOS,AM,Norte,0.287,0.089,0.599,0.445,60.95,127.87,0.49,7400,-2.97,-57.59
1991,BOCA DO ACRE,AM,Norte,0.288,0.078,0.635,0.484,63.07,162.27,0.59,25652,-8.752,-67.398
1991,BORBA,AM,Norte,0.305,0.1,0.576,0.491,59.56,169.55,0.64,16630,-4.388,-59.594
1991,CAAPIRANGA,AM,Norte,0.258,0.057,0.622,0.482,62.31,160.79,0.51,6833,-3.328,-61.209
1991,CANUTAMA,AM,Norte,0.212,0.037,0.576,0.449,59.56,130.91,0.51,11846,-6.534,-64.383
1991,CARAUARI,AM,Norte,0.268,0.071,0.583,0.465,60,144.53,0.62,17010,-4.883,-66.896
1991,CAREIRO,AM,Norte,0.237,0.049,0.64,0.422,63.41,110.51,0.62,27096,-3.768,-60.369
1991,CAREIRO DA VÁRZEA,AM,Norte,0.248,0.05,0.622,0.492,62.31,170.78,0.47,18038,-3.221,-59.826
1991,COARI,AM,Norte,0.312,0.105,0.622,0.467,62.31,146.23,0.54,38273,-4.085,-63.141
1991,CODAJÁS,AM,Norte,0.355,0.147,0.563,0.539,58.79,229.61,0.7,11622,-3.837,-62.057
1991,EIRUNEPÉ,AM,Norte,0.295,0.104,0.599,0.413,60.91,104.7,0.58,17946,-6.66,-69.874
1991,ENVIRA,AM,Norte,0.263,0.073,0.599,0.416,60.95,106.65,0.53,9679,-7.433,-70.023
1991,FONTE BOA,AM,Norte,0.243,0.055,0.576,0.453,59.56,133.72,0.47,14880,-2.514,-66.092
1991,GUAJARÁ,AM,Norte,0.266,0.078,0.576,0.42,59.56,109.08,0.48,5456,-7.546,-72.584
1991,HUMAITÁ,AM,Norte,0.296,0.08,0.669,0.485,65.15,163.4,0.56,37082,-7.506,-63.021
1991,IPIXUNA,AM,Norte,0.257,0.085,0.539,0.371,57.34,80.34,0.65,6431,-7.051,-71.695
1991,IRANDUBA,AM,Norte,0.323,0.101,0.64,0.521,63.41,204.44,0.47,18495,-3.285,-60.186
1991,ITACOATIARA,AM,Norte,0.408,0.192,0.667,0.532,65.04,218.63,0.55,56717,-3.143,-58.444
1991,ITAMARATI,AM,Norte,0.21,0.031,0.611,0.487,61.64,165.89,0.47,8907,-6.425,-68.253
1991,ITAPIRANGA,AM,Norte,0.409,0.214,0.646,0.495,63.73,174.46,0.48,5102,-2.749,-58.022
1991,JAPURÁ,AM,Norte,0.208,0.029,0.64,0.482,63.41,160.66,0.42,10265,-1.826,-66.599
1991,JURUÁ,AM,Norte,0.291,0.108,0.539,0.422,57.34,110.28,0.52,4824,-3.481,-66.069
1991,JUTAÍ,AM,Norte,0.187,0.026,0.576,0.438,59.56,122.27,0.63,10923,-2.747,-66.767
1991,LÁBREA,AM,Norte,0.254,0.058,0.599,0.473,60.91,151.9,0.63,29497,-7.259,-64.798
1991,MANACAPURU,AM,Norte,0.339,0.126,0.612,0.507,61.72,187.64,0.5,53955,-3.3,-60.621
1991,MANAQUIRI,AM,Norte,0.244,0.046,0.62,0.51,62.17,191.32,0.69,7229,-3.428,-60.459
1991,MANAUS,AM,Norte,0.521,0.307,0.681,0.676,65.87,537.29,0.56,976425,-3.102,-60.025
1991,MANICORÉ,AM,Norte,0.287,0.078,0.622,0.489,62.29,167.99,0.57,36781,-5.809,-61.3
1991,MARAÃ,AM,Norte,0.265,0.07,0.599,0.444,60.95,127.09,0.45,11646,-1.856,-65.581
1991,MAUÉS,AM,Norte,0.333,0.118,0.66,0.475,64.58,153.52,0.66,29761,-3.384,-57.719
1991,NHAMUNDÁ,AM,Norte,0.356,0.165,0.599,0.456,60.95,136.69,0.61,12793,-2.186,-56.713
1991,NOVA OLINDA DO NORTE,AM,Norte,0.321,0.11,0.599,0.501,60.91,181.11,0.56,12525,-3.888,-59.094
1991,NOVO AIRÃO,AM,Norte,0.264,0.064,0.615,0.467,61.87,146.24,0.51,13702,-2.621,-60.944
1991,NOVO ARIPUANÃ,AM,Norte,0.293,0.079,0.622,0.513,62.29,194.68,0.6,10454,-5.121,-60.38
1991,PARINTINS,AM,Norte,0.414,0.214,0.637,0.52,63.19,203.36,0.62,57309,-2.628,-56.736
1991,PAUINI,AM,Norte,0.177,0.019,0.576,0.503,59.56,182.72,0.65,13210,-7.714,-66.976
1991,PRESIDENTE FIGUEIREDO,AM,Norte,0.461,0.245,0.646,0.62,63.73,379.79,0.6,6277,-2.034,-60.025
1991,RIO PRETO DA EVA,AM,Norte,0.353,0.127,0.646,0.536,63.73,225.09,0.58,5853,-2.699,-59.7
1991,SANTA ISABEL DO RIO NEGRO,AM,Norte,0.236,0.06,0.539,0.404,57.34,98.89,0.49,15197,-0.414,-65.019
1991,SANTO ANTÔNIO DO IÇÁ,AM,Norte,0.206,0.044,0.576,0.346,59.56,68.96,0.67,15274,-3.102,-67.94
1991,SÃO GABRIEL DA CACHOEIRA,AM,Norte,0.388,0.169,0.635,0.545,63.07,237.56,0.63,21935,-0.13,-67.089
1991,SÃO PAULO DE OLIVENÇA,AM,Norte,0.269,0.095,0.576,0.357,59.56,73.64,0.67,9171,-3.378,-68.873
1991,SÃO SEBASTIÃO DO UATUMÃ,AM,Norte,0.354,0.187,0.614,0.385,61.85,87.92,0.61,4403,-2.572,-57.871
1991,SILVES,AM,Norte,0.373,0.149,0.66,0.529,64.58,215.44,0.47,5646,-2.839,-58.209
1991,TABATINGA,AM,Norte,0.333,0.109,0.669,0.506,65.15,186.06,0.56,26430,-4.253,-69.938
1991,TAPAUÁ,AM,Norte,0.151,0.017,0.539,0.378,57.34,83.86,0.42,25025,-5.628,-63.183
1991,TEFÉ,AM,Norte,0.349,0.126,0.66,0.51,64.58,190.81,0.53,49690,-3.354,-64.711
1991,TONANTINS,AM,Norte,0.257,0.069,0.599,0.412,60.91,103.68,0.47,9379,-2.873,-67.802
1991,UARINI,AM,Norte,0.29,0.096,0.62,0.411,62.17,103.53,0.5,5231,-2.99,-65.108
1991,URUCARÁ,AM,Norte,0.386,0.185,0.599,0.521,60.95,204.23,0.62,11140,-2.536,-57.76
1991,URUCURITUBA,AM,Norte,0.254,0.073,0.599,0.374,60.91,82.23,0.49,17504,-3.131,-58.155
1991,AMAJARI,RR,Norte,0.333,0.112,0.591,0.556,60.44,254.07,0.5,2646,3.652,-61.371
1991,ALTO ALEGRE,RR,Norte,0.306,0.101,0.574,0.496,59.44,174.91,0.68,6304,2.98,-61.292
1991,BOA VISTA,RR,Norte,0.529,0.329,0.655,0.687,64.27,575.35,0.57,119662,2.82,-60.673
1991,BONFIM,RR,Norte,0.34,0.128,0.591,0.52,60.44,202.84,0.66,4324,3.36,-59.833
1991,CANTÁ,RR,Norte,0.301,0.08,0.645,0.529,63.69,215.73,0.56,3717,2.61,-60.597
1991,CARACARAÍ,RR,Norte,0.405,0.175,0.645,0.588,63.69,309.85,0.61,6565,1.816,-61.128
1991,CAROEBE,RR,Norte,0.249,0.085,0.526,0.347,56.56,69.24,0.83,1644,0.884,-59.696
1991,IRACEMA,RR,Norte,0.358,0.162,0.574,0.493,59.44,171.73,0.63,1954,2.182,-61.041
1991,MUCAJAÍ,RR,Norte,0.374,0.148,0.655,0.541,64.27,231.77,0.68,6198,2.43,-60.9
1991,NORMANDIA,RR,Norte,0.278,0.097,0.526,0.421,56.56,109.61,0.81,1869,3.881,-59.623
1991,PACARAIMA,RR,Norte,0.378,0.158,0.645,0.532,63.69,218.75,0.61,3594,4.431,-61.146
1991,RORAINÓPOLIS,RR,Norte,0.324,0.108,0.591,0.534,60.44,221.41,0.66,5234,0.946,-60.418
1991,SÃO JOÃO DA BALIZA,RR,Norte,0.365,0.143,0.655,0.519,64.27,201.75,0.64,3237,0.951,-59.911
1991,SÃO LUIZ,RR,Norte,0.348,0.115,0.645,0.57,63.69,277.82,0.64,3713,1.005,-60.159
1991,UIRAMUTÃ,RR,Norte,0.201,0.045,0.574,0.313,59.44,56.02,0.86,1653,4.596,-60.168
1991,ABAETETUBA,PA,Norte,0.386,0.175,0.669,0.49,65.15,169.25,0.5,98987,-1.718,-48.883
1991,ABEL FIGUEIREDO,PA,Norte,0.357,0.13,0.637,0.549,63.23,243.37,0.51,4919,-4.954,-48.393
1991,ACARÁ,PA,Norte,0.254,0.058,0.631,0.45,62.87,131.4,0.58,36736,-1.961,-48.197
1991,AFUÁ,PA,Norte,0.25,0.054,0.633,0.459,62.98,139.09,0.47,19245,-0.157,-50.387
1991,ÁGUA AZUL DO NORTE,PA,Norte,0.208,0.032,0.576,0.489,59.53,167.45,0.54,6388,-6.791,-50.467
1991,ALENQUER,PA,Norte,0.328,0.129,0.589,0.464,60.32,143.85,0.51,46795,-1.942,-54.738
1991,ALMEIRIM,PA,Norte,0.395,0.153,0.693,0.581,66.56,296.99,0.63,30281,-1.523,-52.582
1991,ALTAMIRA,PA,Norte,0.386,0.159,0.636,0.569,63.14,276.44,0.59,59991,-3.203,-52.206
1991,ANAJÁS,PA,Norte,0.197,0.025,0.644,0.473,63.66,152.02,0.39,13907,-0.987,-49.94
1991,ANANINDEUA,PA,Norte,0.516,0.33,0.683,0.608,66,352.06,0.54,240643,-1.366,-48.372
1991,ANAPU,PA,Norte,0.25,0.066,0.607,0.391,61.42,91.1,0.72,6626,-3.472,-51.198
1991,AUGUSTO CORRÊA,PA,Norte,0.238,0.057,0.589,0.4,60.32,96.21,0.41,30234,-1.022,-46.645
1991,AURORA DO PARÁ,PA,Norte,0.259,0.057,0.645,0.471,63.68,149.85,0.48,13576,-2.134,-47.563
1991,AVEIRO,PA,Norte,0.281,0.083,0.657,0.407,64.41,100.91,0.57,9498,-3.606,-55.332
1991,BAGRE,PA,Norte,0.241,0.057,0.576,0.424,59.53,111.91,0.44,13505,-1.9,-50.164
1991,BAIÃO,PA,Norte,0.336,0.14,0.638,0.423,63.27,111.07,0.51,19625,-2.791,-49.672
1991,BANNACH,PA,Norte,0.305,0.084,0.71,0.475,67.62,153.41,0.67,2570,-7.348,-50.396
1991,BARCARENA,PA,Norte,0.447,0.219,0.709,0.575,67.56,286.95,0.56,45467,-1.506,-48.626
1991,BELÉM,PA,Norte,0.562,0.371,0.71,0.674,67.62,529.93,0.6,1065005,-1.456,-48.504
1991,BELTERRA,PA,Norte,0.311,0.112,0.604,0.443,61.26,126,0.52,11622,-2.636,-54.937
1991,BENEVIDES,PA,Norte,0.368,0.179,0.592,0.47,60.51,148.75,0.54,17252,-1.361,-48.245
1991,BOM JESUS DO TOCANTINS,PA,Norte,0.309,0.099,0.571,0.522,59.27,205.37,0.58,10800,-5.051,-48.609
1991,BONITO,PA,Norte,0.241,0.057,0.556,0.442,58.34,124.92,0.47,8481,-1.363,-47.307
1991,BRAGANÇA,PA,Norte,0.325,0.13,0.569,0.463,59.11,142.76,0.5,78740,-1.063,-46.773
1991,BRASIL NOVO,PA,Norte,0.288,0.079,0.616,0.491,61.98,170.3,0.48,13156,-3.262,-52.668
1991,BREJO GRANDE DO ARAGUAIA,PA,Norte,0.258,0.07,0.613,0.4,61.8,96.12,0.54,6586,-5.699,-48.413
1991,BREU BRANCO,PA,Norte,0.293,0.081,0.604,0.513,61.22,195.08,0.54,13496,-4.009,-49.461
1991,BREVES,PA,Norte,0.284,0.079,0.623,0.467,62.38,146.19,0.53,71115,-1.682,-50.48
1991,BUJARU,PA,Norte,0.336,0.121,0.657,0.476,64.41,154.48,0.53,13759,-1.515,-48.045
1991,CACHOEIRA DO PIRIÁ,PA,Norte,0.203,0.036,0.634,0.369,63.05,79.29,0.59,9806,-1.671,-46.529
1991,CACHOEIRA DO ARARI,PA,Norte,0.324,0.114,0.645,0.462,63.68,141.42,0.49,12992,-1.011,-48.963
1991,CAMETÁ,PA,Norte,0.328,0.126,0.645,0.434,63.68,118.89,0.5,84504,-2.244,-49.496
1991,CANAÃ DOS CARAJÁS,PA,Norte,0.276,0.072,0.612,0.475,61.71,153.51,0.52,9963,-6.497,-49.878
1991,CAPANEMA,PA,Norte,0.425,0.208,0.677,0.546,65.6,239.77,0.58,50896,-1.196,-47.181
1991,CAPITÃO POÇO,PA,Norte,0.279,0.084,0.577,0.447,59.64,129.48,0.52,44899,-1.745,-47.065
1991,CASTANHAL,PA,Norte,0.424,0.207,0.652,0.566,64.1,270.44,0.57,100763,-1.297,-47.922
1991,CHAVES,PA,Norte,0.179,0.02,0.657,0.437,64.41,121.66,0.49,16943,-0.16,-49.988
1991,COLARES,PA,Norte,0.389,0.205,0.642,0.447,63.5,129.4,0.52,8223,-0.937,-48.282
1991,CONCEIÇÃO DO ARAGUAIA,PA,Norte,0.371,0.15,0.639,0.532,63.36,219.78,0.53,42622,-8.258,-49.265
1991,CONCÓRDIA DO PARÁ,PA,Norte,0.287,0.071,0.631,0.529,62.87,215.28,0.58,14903,-1.991,-47.949
1991,CUMARU DO NORTE,PA,Norte,0.309,0.081,0.623,0.584,62.4,303.38,0.64,2993,-7.825,-50.773
1991,CURIONÓPOLIS,PA,Norte,0.326,0.103,0.598,0.561,60.88,262.27,0.59,25120,-6.091,-49.541
1991,CURRALINHO,PA,Norte,0.229,0.044,0.56,0.489,58.6,167.81,0.54,15171,-1.814,-49.795
1991,CURUÁ,PA,Norte,0.194,0.028,0.622,0.421,62.29,110.15,0.43,7796,-1.888,-55.117
1991,CURUÇÁ,PA,Norte,0.339,0.16,0.611,0.399,61.65,96.01,0.55,19804,-0.734,-47.855
1991,DOM ELISEU,PA,Norte,0.299,0.087,0.569,0.54,59.11,230.58,0.55,23794,-4.285,-47.505
1991,ELDORADO DOS CARAJÁS,PA,Norte,0.26,0.055,0.598,0.536,60.88,224.71,0.55,12093,-6.104,-49.355
1991,FARO,PA,Norte,0.281,0.11,0.556,0.362,58.34,76.32,0.44,3456,-2.171,-56.745
1991,FLORESTA DO ARAGUAIA,PA,Norte,0.209,0.032,0.639,0.449,63.36,130.44,0.44,11358,-7.554,-49.713
1991,GARRAFÃO DO NORTE,PA,Norte,0.183,0.026,0.556,0.423,58.34,111.26,0.45,19940,-1.934,-47.053
1991,GOIANÉSIA DO PARÁ,PA,Norte,0.235,0.043,0.586,0.516,60.13,198.38,0.51,11955,-3.843,-49.097
1991,GURUPÁ,PA,Norte,0.209,0.035,0.598,0.435,60.88,119.7,0.49,18486,-1.405,-51.64
1991,IGARAPÉ-AÇU,PA,Norte,0.341,0.14,0.577,0.492,59.64,171,0.56,26812,-1.127,-47.618
1991,IGARAPÉ-MIRI,PA,Norte,0.322,0.11,0.656,0.463,64.35,142.56,0.49,40627,-1.975,-48.96
1991,INHANGAPI,PA,Norte,0.327,0.109,0.669,0.48,65.15,158.98,0.48,6545,-1.43,-47.917
1991,IPIXUNA DO PARÁ,PA,Norte,0.268,0.064,0.642,0.468,63.51,147.51,0.46,9392,-2.558,-47.494
1991,IRITUIA,PA,Norte,0.271,0.069,0.644,0.447,63.66,129.21,0.46,30429,-1.769,-47.439
1991,ITAITUBA,PA,Norte,0.355,0.126,0.634,0.562,63.05,263.77,0.58,85215,-4.276,-55.984
1991,ITUPIRANGA,PA,Norte,0.258,0.063,0.604,0.449,61.22,130.71,0.53,28969,-5.135,-49.327
1991,JACAREACANGA,PA,Norte,0.242,0.041,0.678,0.512,65.69,193.98,0.64,6650,-6.224,-57.754
1991,JACUNDÁ,PA,Norte,0.367,0.132,0.664,0.563,64.83,266.4,0.56,28307,-4.451,-49.116
1991,JURUTI,PA,Norte,0.313,0.117,0.586,0.448,60.13,129.92,0.52,22770,-2.152,-56.092
1991,LIMOEIRO DO AJURU,PA,Norte,0.3,0.092,0.652,0.448,64.1,129.92,0.44,16403,-1.895,-49.381
1991,MÃE DO RIO,PA,Norte,0.382,0.168,0.651,0.509,64.05,189.58,0.58,28743,-2.06,-47.553
1991,MAGALHÃES BARATA,PA,Norte,0.342,0.155,0.625,0.414,62.51,105.38,0.43,7174,-0.795,-47.598
1991,MARABÁ,PA,Norte,0.401,0.187,0.613,0.561,61.8,262.98,0.59,120263,-5.369,-49.118
1991,MARACANÃ,PA,Norte,0.313,0.11,0.643,0.432,63.58,117.39,0.48,25404,-0.765,-47.45
1991,MARAPANIM,PA,Norte,0.337,0.135,0.622,0.457,62.29,137.7,0.52,19172,-0.714,-47.694
1991,MARITUBA,PA,Norte,0.397,0.202,0.612,0.508,61.71,188.99,0.53,41527,-1.355,-48.342
1991,MEDICILÂNDIA,PA,Norte,0.293,0.074,0.636,0.532,63.14,218.71,0.72,15585,-3.446,-52.889
1991,MELGAÇO,PA,Norte,0.177,0.024,0.547,0.423,57.84,110.92,0.48,13686,-1.804,-50.712
1991,MOCAJUBA,PA,Norte,0.354,0.148,0.656,0.458,64.35,137.93,0.46,18396,-2.584,-49.507
1991,MOJU,PA,Norte,0.289,0.085,0.607,0.468,61.39,146.79,0.5,38986,-1.884,-48.769
1991,MONTE ALEGRE,PA,Norte,0.349,0.136,0.664,0.47,64.83,149.37,0.51,44974,-2.008,-54.069
1991,MUANÁ,PA,Norte,0.305,0.087,0.657,0.495,64.41,174.26,0.63,22050,-1.528,-49.217
